1,8587
2,8650
3,8697
4,8713
5,8668
6,8682
7,8702
8,8683
9,8750
10,8724
11,8697
12,8689
13,8705
14,8613
15,8610
16,8690
17,8597
18,8697
19,8648
20,8687
21,8644
22,8665
23,8651
24,8704
25,8684
26,8605
27,8671
28,8555
29,8606
30,8540
31,8605
32,8570
33,8598
34,8521
35,8693
36,8626
37,8669
38,8553
39,8534
40,8551
41,8470
42,8549
43,8510
44,8562
45,8417
46,8456
47,8504
48,8438
49,8409
50,8465
51,8461
52,8445
53,8516
54,8456
55,8494
56,8475
57,8453
58,8446
59,8513
